gender,number_of_followers,number_of_posts,average_likes,likes_to_followers
Female,57596,702,2509.2,4.36
,683055,1269,2921.57,0.43
Male,31144,115,5517.3,17.72
,247890,448,17903.27,7.22
Female,9735,334,349.9,3.59
Female,13157,1482,223.8,1.7
,44314,3583,316.2,0.71
Male,21940,90,1281.73,5.84
,30106,777,783.57,2.6
Male,13140,4,64.5,0.49
,10234,52,740.73,7.24
Female,20333,247,1088.37,5.35
,40812,1152,464.1,1.14
,96193,1330,1837.9,1.91
,23323,48,3117.37,13.37
,19733,318,431.1,2.18
Female,40353,659,1494.43,3.7
,30104,1297,68.47,0.23
,31418,582,794.8,2.53
,45355,844,541.4,1.19
,10412,919,104.37,1
,62834,2831,752.13,1.2
,34681,2864,1030.53,2.97
,22030,2421,929.6,4.22
,10060,508,88.13,0.88
Female,11018,2847,233.23,2.12
Female,13740,2771,53.57,0.39
,41796,227,2782.7,6.66
,18279,90,1058.47,5.79
Male,21526,786,743.3,3.45
female,8555,2299,182.9,2.14
Female,34588,2081,1678.83,4.85
Female,104578,360,1855.77,1.77
Female,116571,477,4417.67,3.79
,42686,1769,881.4,2.06
,32062,473,919.43,2.87
Male,26711,580,765.27,2.86
Male,30363,1739,632.37,2.08
Male,26347,22,1974.68,7.49
Female,20244,553,476.93,2.36
Female,12742,0,0,0
Female,103173,78,3977.5,3.86
,8322,953,218.8,2.63
Male,16292,1828,300.9,1.85
Male,59179,58,3321.07,5.61
,10763,492,36.37,0.34
,18415,1615,941.17,5.11
,8673,1232,343.07,3.96
Female,68135,7668,254.17,0.37
,11722,92,299.97,2.56
,20100,502,561.17,2.79
,10491,1538,19,0.18
,96081,6821,916.07,0.95
Male,40124,721,1218.33,3.04
Male,86395,185,4806.83,5.56
,179150,19,437.37,0.24
,23000,1426,33.87,0.15
Female,29130,1317,445.43,1.53
,11651,79,75.57,0.65
Female,41498,495,651.37,1.57
Female,11879,405,181.17,1.53
,28680,3526,139.7,0.49
Female,83796,1509,4212.83,5.03
Female,12413,281,843.13,6.79
Female,11462,1226,147.53,1.29
male,22987,299,257.4,1.12
,6151,1114,119.5,1.94
,9871,128,716.53,7.26
Male,85524,275,554.63,0.65
Female,21562,1896,1264.03,5.86
,11529,147,839.87,7.28
Female,263177,886,28061.83,10.66
Male,143204,114,1211.4,0.85
Female,41088,315,559.13,1.36
Female,10536,787,56.9,0.54
Female,12226,551,291.23,2.38
Female,23777,2341,855.3,3.6
,109625,243,7310.83,6.67
Female,71984,978,3486.13,4.84
female,12954,774,303.07,2.34
,17285,682,104.73,0.61
,19335,2703,841.37,4.35
Female,11518,726,94.8,0.82
female,5103,593,92.37,1.81
,9086,160,145.5,1.6
,12734,433,36.2,0.28
Female,12410,410,231.23,1.86
,359792,3713,8821.47,2.45
,104829,443,1304.67,1.24
Female,49944,514,881.67,1.77
,17222,126,5.07,0.03
,13433,837,274.87,2.05
,29206,280,1005.5,3.44
Female,129268,1401,1597,1.24
,11641,566,35.3,0.3
,7069,1,486,6.88
Female,14339,453,170.83,1.19
,32046,2298,424.23,1.32
,8719,256,202.67,2.32
,10015,37,1347.77,13.46
Female,14866,2371,102.1,0.69
,5258,1380,66,1.26
,110421,180,509.93,0.46
Male,177017,216,10077.67,5.69
,18935,0,0,0
Female,14416,119,865.23,6
Female,13515,187,185.6,1.37
Female,403678,1207,1113.67,0.28
,1869978,2462,5164.33,0.28
,10045,171,360.17,3.59
Female,18015,1667,37.83,0.21
Female,13402,260,411.3,3.07
,110372,1920,2424.33,2.2
male,8162,122,275.83,3.38
,27548,78,803.57,2.92
male,5249,1779,80.1,1.53
male,7670,561,183.2,2.39
,23056,34,1118.63,4.85
,73357,1857,1274.7,1.74
Female,13418,824,61.13,0.46
,10744,157,174.87,1.63
Female,17090,8532,125.8,0.74
Female,14001,2279,114.6,0.82
Female,18510,536,903,4.88
,6901,84,1346.67,19.51
Female,13894,3121,247.57,1.78
,12958,1748,51.8,0.4
,46731,75,3626.83,7.76
,34423,1630,129.4,0.38
Female,18296,309,636.8,3.48
Male,45672,205,2156.83,4.72
,7758,236,774.17,9.98
Male,19423,676,813.67,4.19
Female,45242,3281,442.97,0.98
female,36876,851,748.33,2.03
Female,14278,227,1281.1,8.97
Female,24201,2971,112.2,0.46
,23820,323,913.67,3.84
Female,20601,405,708.23,3.44
Male,13565,2391,104.03,0.77
Female,75078,653,915.47,1.22
Female,43341,365,665.43,1.54
,8664,581,164.27,1.9
,18229,3295,30.57,0.17
Female,126947,1641,3434.3,2.71
Male,15615,229,176.5,1.13
female,6810,10,818.9,12.02
Male,20389,299,673.33,3.3
Male,15759,3329,199.87,1.27
,7349,1947,75.5,1.03
,20176,240,190.93,0.95
,9622,438,185.7,1.93
,10278,706,209.2,2.04
Male,12512,1380,63.53,0.51
Male,44476,130,1964.13,4.42
,83584,2505,843.03,1.01
Male,11317,913,135.63,1.2
,16425,1351,527.23,3.21
Male,10896,1025,95.3,0.87
Female,15825,146,743.73,4.7
female,15460,161,455.57,2.95
Female,43504,633,1131.37,2.6
,12075,85,762.17,6.31
Female,21352,4274,180.27,0.84
Female,50637,236,1903.07,3.76
Female,12065,854,437.2,3.62
Male,59144,2816,135.3,0.23
male,10971,608,1026,9.35
Female,35736,354,900.53,2.52
Male,10440,668,43.77,0.42
Female,29991,1353,380.67,1.27
female,11605,434,419.03,3.61
,28735,34,249.17,0.87
,39940,621,1047.4,2.62
,93063,1361,786.83,0.85
,11878,241,227.57,1.92
Male,11679,1879,388.2,3.32
female,8528,649,80.53,0.94
,21891,57,23.17,0.11
Male,12551,184,81.8,0.65
Male,38697,1867,130.2,0.34
Female,11378,422,154.43,1.36
female,10170,579,111.63,1.1
Female,72142,168,3778.1,5.24
Female,20158,68,122.27,0.61
Female,63513,298,157.2,0.25
,28732,53,66.67,0.23
Female,19215,1280,72.8,0.38
,13874,2862,288.5,2.08
Male,62123,220,2910.87,4.69
Female,10230,491,193.3,1.89
Female,16521,658,809.4,4.9
Male,328484,924,628.83,0.19
Female,10073,990,165.53,1.64
,46600,1355,1256,2.7
Female,264246,583,4926.83,1.86
Female,17731,106,108.27,0.61
,19734,4186,144.5,0.73
,14907,755,62.17,0.42
,119429,1372,1870.33,1.57
female,26409,240,881.13,3.34
,202017,2622,3550.23,1.76
Male,11844,460,413.37,3.49
,19695,1312,160.73,0.82
,291497,727,325.4,0.11
,13303,2200,19.3,0.15
,18774,494,273.97,1.46
Female,13632,525,295.43,2.17
Female,21758,267,2277.03,10.47
Male,24795,1229,372.9,1.5
Male,76291,173,1806.4,2.37
Female,67607,453,649.9,0.96
Female,23847,424,103.4,0.43
,14518,894,69.7,0.48
female,7004,1121,103.4,1.48
Male,62413,3161,172.4,0.28
Male,59081,140,2806.83,4.75
,242015,3431,10486.63,4.33
Male,27276,627,455.67,1.67
Female,48880,559,233.47,0.48
Female,19891,172,1015.43,5.1
Female,37371,5749,909.33,2.43
Female,21426,796,316.07,1.48
Female,30947,435,1355.43,4.38
,103390,1333,1579.07,1.53
Female,61059,2303,234.73,0.38
,37909,2341,749.23,1.98
Male,37299,2861,367.8,0.99
female,5348,591,418,7.82
,40929,303,1359.73,3.32
Female,29441,1149,429.9,1.46
,72400,1324,3226.53,4.46
Male,12808,2903,265.77,2.08
male,48114,366,4009.77,8.33
,14860,1618,392.33,2.64
Female,45427,599,4692.53,10.33
,12535,1228,230.13,1.84
,39006,600,1043.77,2.68
Female,12581,95,1301.17,10.34
Female,33647,1791,1622.4,4.82
Female,86312,1814,1247.47,1.45
,32726,5922,607.67,1.86
Female,28387,81,255.7,0.9
,14226,1637,141.43,0.99
Female,162344,1594,2053.2,1.26
Female,12593,653,126.37,1
female,10785,527,687.67,6.38
Female,54543,279,5915.07,10.84
Female,34458,461,670.87,1.95
,30801,807,1062.7,3.45
,64470,5704,216.37,0.34
Male,20766,196,132.73,0.64
Female,314299,4747,5585.93,1.78
Female,14506,2644,655.1,4.52
Female,13887,350,123.3,0.89
female,15705,2002,913.3,5.82
female,17605,949,533.73,3.03
Female,9821,635,93.03,0.95
,13397,1829,65.57,0.49
female,7481,751,280.07,3.74
,14839,323,320.7,2.16
Female,54273,1427,1488.77,2.74
Female,57532,912,1919.07,3.34
Female,11333,3071,286.5,2.53
female,41441,4540,789.63,1.91
Female,10941,629,540.5,4.94
Female,69492,3268,1647.47,2.37
Female,194397,7348,5912.7,3.04
Female,26124,408,616.47,2.36
Female,24550,768,116.53,0.47
Male,21359,2168,560.83,2.63
Male,47805,94,7447.37,15.58
Male,39380,923,3691.87,9.37
,526735,1775,9354.83,1.78
,16930,63,137.1,0.81
male,9762,845,364.33,3.73
male,21093,152,576.1,2.73
Female,22335,1076,65.13,0.29
,166751,11478,1695.67,1.02
Female,56376,1925,677.03,1.2
,48923,2287,2224.77,4.55
Female,10292,2286,108.83,1.06
female,15328,1253,496.17,3.24
Female,28380,701,1430.6,5.04
Male,100207,2524,1319.23,1.32
Female,59847,749,598.47,1
Female,14491,1270,241.87,1.67
Male,10105,22,223.5,2.21
Female,13443,3012,139.73,1.04
Male,16099,812,191.93,1.19
Male,12851,850,234.03,1.82
Female,23501,2230,55.77,0.24
Female,46035,629,1201.33,2.61
Female,956966,1984,17642.7,1.84
Female,22399,117,756.85,3.38
Male,18162,195,923.7,5.09
Male,13477,1016,531.7,3.95
Female,122838,1884,1663.83,1.35
Female,39588,702,278.37,0.7
,53844,2962,5013.1,9.31
Female,34678,1441,452,1.3
Female,117534,499,5277.67,4.49
Female,43900,1005,1183.9,2.7
Female,9737,338,201.1,2.07
Male,181270,385,7293.27,4.02
,7976,1419,434.77,5.45
Female,50455,347,1302.5,2.58
Female,19782,231,142.7,0.72
Female,18670,2683,57.63,0.31
Female,11549,425,61.17,0.53
male,6403,417,647.8,10.12
male,7960,564,118.03,1.48
female,13253,98,505.77,3.82
Female,20452,450,128.43,0.63
Male,10324,843,291.37,2.82
,66936,1915,1439.4,2.15
,64797,111,6429.57,9.92
,10989,2675,99.7,0.91
Female,52132,1683,2060.83,3.95
Female,32414,1919,716,2.21
,20177,1333,529.5,2.62
Female,36167,933,699.53,1.93
Female,13859,1969,242.3,1.75
Female,21039,1492,415.27,1.97
,18007,79,1309.63,7.27
Male,47612,821,156.2,0.33
,100605,3848,890.2,0.88
Male,337162,3843,6727.63,2
Female,18311,809,1208.93,6.6
Female,18476,329,669.9,3.63
,62365,834,555.23,0.89
Female,24157,108,797.93,3.3
,165278,3287,1052.07,0.64
Female,194411,531,2401.03,1.24
Male,303097,640,5215.2,1.72
Male,13473,1208,169.17,1.26
,17472,573,229.67,1.31
Male,11047,3590,750.23,6.79
female,9467,2921,133.87,1.41
,10148,176,1276.33,12.58
Male,29338,419,268.23,0.91
,23069,443,332.93,1.44
,343851,3018,25270.8,7.35
,30098,94,510.83,1.7
,69892,68,2256.03,3.23
male,8855,2067,130.8,1.48
,11678,3792,16.57,0.14
Male,142029,144,2295.63,1.62
,42500,513,2471,5.81
Female,28512,931,181.03,0.63
,10427,121,255.13,2.45
Male,11662,51,1013.5,8.69
Male,11922,97,348.17,2.92
Female,49445,1464,472.2,0.96
Female,100366,686,1043.4,1.04
Male,27348,305,1517.37,5.55
Female,55621,355,82.47,0.15
Female,18454,915,59.17,0.32
,14505,1071,6.2,0.04
Female,71953,1156,264.4,0.37
female,7063,25,462.04,6.54
,20031,1441,95.73,0.48
Female,310329,345,6320.83,2.04
Female,21612,936,529.33,2.45
Female,23611,1531,505.27,2.14
,12703,128,240.4,1.89
Female,15365,2116,426.53,2.78
,109939,1216,2367.87,2.15
Female,17727,2171,238.43,1.35
,9467,153,127.9,1.35
,47591,4203,109.73,0.23
female,5920,795,315.8,5.33
female,20870,655,649.93,3.11
,28897,286,2357.33,8.16
,690649,4663,9464.73,1.37
Female,220770,1054,6486.9,2.94
,10265,1487,262.43,2.56
Male,15641,399,730,4.67
Male,44193,45,83.23,0.19
Male,13820,264,743.2,5.38
Female,18227,241,170.83,0.94
,75787,1132,143.27,0.19
male,5079,162,694.63,13.68
,15093,227,280.8,1.86
Female,24369,250,1078.63,4.43
Female,15229,163,299.3,1.97
,39918,3418,44.07,0.11
,13502,1229,764.67,5.66
Female,17190,107,877,5.1
Female,15952,568,276.37,1.73
Female,21885,497,271.27,1.24
,112428,4,948.75,1.36
Male,27364,556,1419.03,5.19
Female,17376,1249,227.27,1.31
Female,13667,1961,112.8,0.83
,7931,102,375.93,4.74
,219904,753,782.13,0.36
,14252,684,117.47,0.82
Female,16611,1599,253.23,1.52
Male,113002,2853,998.33,0.88
Female,16882,722,148.3,0.88
Female,36465,18,64.82,0.18
Female,37694,2184,599.2,1.59
Female,49754,4792,3684.6,7.41
,6529,3005,80.23,1.23
,44965,100,611.43,1.36
,13300,153,560.43,4.21
Male,36789,64,298.93,0.81
Male,40935,548,430.5,1.05
female,10740,639,275.67,2.57
female,9812,388,409.67,4.18
Female,19868,935,129.1,0.65
male,8803,916,96.63,1.1
Female,24010,925,390.87,1.63
,37224,1478,31,0.09
,264531,1342,4977.9,1.88
Female,10821,2585,33.63,0.31
Female,40667,1102,594.63,1.46
,20348,740,183.83,0.9
,21318,1399,154.3,0.72
,10285,64,878.93,8.55
Male,10989,34,72.87,0.66
,24680,254,225.2,0.91
,12007,604,300.83,2.51
,49781,115,85,0.17
Female,9763,208,207.93,2.13
Female,11852,912,212.73,1.79
,10559,1902,177.6,0.5
Female,37521,1149,1179.53,3.14
,125709,115,359.67,0.29
Female,352190,4762,7254.63,2.06
,10517,3250,209.83,2
Female,12639,273,1482,11.59
,13001,47,215.47,1.66
Female,29489,411,2301.5,7.8
Female,51956,3360,542.17,1.04
Female,44464,1323,609.4,1.37
male,9552,991,22.4,0.23
Female,87041,1587,243.77,0.28
,8887,522,591.87,6.66
Female,40817,2997,1298.7,3.18
Female,21397,401,325.43,1.52
female,12307,157,228.13,1.85
Male,11201,1627,27.93,0.25
Female,25985,870,303.67,1.17
Female,12371,139,310.27,2.51
,11105,410,5.17,0.05
,8495,277,427.83,5.04
,10557,696,213.93,2.03
,53032,556,599.63,1.13
Female,11146,30,129.17,1.16
,5780,49,34.73,0.6
Female,636946,24726,1742.6,0.27
,23533,736,1234.43,5.25
,20158,1482,349.43,1.73
,130373,1247,380.03,0.29
Male,9528,87,146.8,1.54
Female,23385,498,435.95,1.86
Male,15931,176,526.05,3.3
,5703,335,516.73,9.06
male,8429,132,232.07,2.75
Female,34443,2942,329.9,0.96
Female,11206,1022,231.6,2.07
female,9799,397,224,2.29
Male,42494,6300,145.53,0.34
,55812,613,1501.3,2.69
Male,12600,83,442.47,3.51
Female,36535,823,869.4,2.38
Female,56644,978,1438.9,2.54
,68345,6304,505.7,0.74
Female,53836,683,7741.1,14.38
Female,35337,399,2408.77,6.82
Male,45607,1269,1794.03,3.93
Female,9950,93,58.97,0.59
Female,10617,113,51.73,0.49
Male,25366,402,293.87,1.16
,18570,814,196.07,1.06
,46938,1267,617.27,1.32
Female,20357,596,118.57,0.58
,24995,257,109.65,0.44
Female,49337,598,754.07,1.53
,65586,160,1916.33,2.92
,8709,15,229.53,2.64
,141304,879,7657.4,5.42
Female,46692,798,1244.37,2.67
Female,113003,939,2919.77,2.58
Female,20809,794,257.6,1.24
Female,26714,1386,855.8,3.2
,23857,253,30.47,0.13
,33220,5230,465.37,1.4
,15565,350,552.07,3.55
,388344,406,4677,1.2
,29144,1492,89.23,0.31
Female,35268,2686,921.93,2.61
,10316,369,692.2,6.71
Female,69433,1530,915.03,1.32
female,9972,3941,109.03,1.09
Female,37901,2553,265.13,0.7
,20717,359,479.8,2.32
Female,10141,208,791.53,7.81
Male,21673,1422,129.33,0.6
,43421,23,4058.04,9.35
,12322,363,60.6,0.49
Female,368702,1945,1528.03,0.41
,26956,4154,28.5,0.11
,35631,13,2746.77,7.71
Female,91106,110,5812.4,6.38
,451549,883,1395,0.31
,12111,477,373.83,3.09
Female,62177,1009,1397.67,2.25
Female,9999,339,458.3,4.58
Female,17405,892,391.83,2.25
Female,60269,13596,367.87,0.61
,57431,279,271.3,0.47
Female,46085,412,2246.03,4.87
female,8293,356,385.43,4.65
,28435,2080,748.7,2.63
Female,267448,253,8993.47,3.36
Female,58262,92,1239.83,2.13
Female,327959,306,3787.63,1.15
Male,106299,1293,291.3,0.27
Male,31867,1997,987.5,3.1
female,166506,4145,12266.83,7.37
Female,9582,92,132.23,1.38
Female,22545,774,479.77,2.13
,92993,394,256.93,0.28
Female,16225,866,295.73,1.82
,10271,284,84.63,0.82
Female,16233,167,541.73,3.34
Female,96692,1078,3099.07,3.21
Female,33095,74,999.9,3.02
Female,20671,1400,84.27,0.41
Female,127164,550,5964.87,4.69
,88186,459,1433.1,1.63
Male,625776,2411,3455.97,0.55
,23351,430,585.23,2.51
Female,56311,256,1693.53,3.01
,70523,73,481.37,0.68
Female,20295,641,248.97,1.23
male,8592,512,181.77,2.12
,12028,1967,215.23,1.79
female,5133,441,215.1,4.19
Female,20740,1131,468.17,2.26
Female,53623,306,798.7,1.49
,12230,5353,22.3,0.18
Female,32636,128,14.63,0.04
,17617,1450,49.67,0.28
Female,14066,118,15.3,0.11
Female,121589,791,1465.17,1.21
,113268,542,3640.17,3.21
,18993,867,193,1.02
,54010,489,1211.97,2.24
Female,60793,987,180.83,0.3
Female,33085,478,598.23,1.81
,42938,143,493.7,1.15
,18509,438,1271.27,6.87
Female,15275,472,261.9,1.71
Female,9502,114,39.17,0.41
Female,41262,52,3786.6,9.18
Female,22329,4268,263.3,1.18
Female,790683,10270,2522.27,0.32
,58143,6,126,0.22
male,6221,277,157.07,2.52
male,11134,592,471.87,4.24
Female,39074,3279,707.13,1.81
Female,23012,588,597.97,2.6
Female,58924,1051,386.77,0.66
,6495,348,129.73,2
,46287,207,534.53,1.15
Female,21436,409,768.33,3.58
Female,17234,2323,131.47,0.76
Female,14107,919,290.57,2.06
Male,165758,1969,2311.1,1.39
Female,257633,311,4103.33,1.59
,16789,1655,123.8,0.74
,9277,677,283.17,3.05
Male,390603,871,3572.73,0.91
Female,157883,829,2727.6,1.73
,15977,347,189.67,1.19
Female,10113,1173,20.13,0.2
Female,17808,14,452.57,2.54
Female,107086,900,1865.63,1.74
Female,20890,5936,71.5,0.34
Female,12453,1784,70.57,0.57
Female,31148,1052,1319.93,4.24
Female,14594,938,1505.23,10.31
Female,10181,617,14.07,0.14
,16973,103,105.93,0.62
,17106,405,1476.7,8.63
Female,20025,639,492.77,2.46
,14267,511,202.07,1.42
Male,154432,477,6683.83,4.33
Female,11708,47,351.73,3
Female,29823,581,2202.43,7.39
Female,21601,315,141.6,0.66
Female,47633,413,377.7,0.79
Female,25996,1580,274.63,1.06
Female,20235,312,2141.9,10.59
,21827,643,31.03,0.14
Female,22028,558,173.17,0.79
Female,15318,1409,273.27,1.78
Male,86707,260,162.2,0.19
Female,13251,392,100,0.75
Female,18346,238,260.77,1.42
Female,59614,364,1163.43,1.95
Female,36412,167,533.23,1.46
,48025,346,722.77,1.5
Female,141830,156,2875.43,2.03
,18359,756,432.53,2.36
Female,30131,166,941.9,3.13
Male,12663,98,532.7,4.21
,28232,734,1360.77,4.82
,5997,372,101.43,1.69
Female,13304,643,279.2,2.1
,138404,702,256.9,0.19
Female,15648,236,239.77,1.53
male,5354,815,81,1.51
,15656,176,638.47,4.08
,12431,517,316.8,2.55
,25467,1572,324.1,1.27
Female,251651,108,3296.5,1.31
,7455,215,227.17,3.05
Female,18671,652,650.87,3.49
,30614,219,790.13,2.58
Female,14951,1385,1029.9,6.89
Female,24895,1226,350.03,1.41
Female,11019,201,551.93,5.01
Male,46878,676,454,0.97
Female,16757,414,299.47,1.79
,9288,34,97.07,1.05
Female,16325,634,51.17,0.31
Female,30996,555,118.5,0.38
,19758,591,277.83,1.41
Female,17197,528,420.7,2.45
Male,484864,336,613.5,0.13
,26721,765,513.57,1.92
,329669,855,5355.93,1.62
Female,12588,1675,122.03,0.97
Male,210367,1130,575.27,0.27
male,6122,129,172.13,2.81
Female,194547,383,10700.93,5.5
Female,41622,161,4005.43,9.62
,29251,41,1507.67,5.15
,18788,212,577.9,3.08
Female,521407,1287,9886.83,1.9
Female,11182,454,212.97,1.9
Female,14213,423,159.03,1.12
Female,37900,911,1539.6,4.06
,16055,903,324.2,2.02
,15014,873,361.73,2.41
,367530,408,1063.1,0.29
,9268,47,668.1,7.21
female,5047,390,191.53,3.79
female,7667,847,814.83,10.63
Female,36629,675,519.27,1.42
Female,19407,492,564.9,2.91
Female,58231,1422,1526.87,2.62
,11286,230,328.57,2.91
Male,70167,660,765.03,1.09
Female,18752,1306,206.47,1.1
female,6149,225,208.67,3.39
Female,89171,1022,226.87,0.25
Female,127128,648,2085.17,1.64
Male,19573,216,388.67,1.99
,87532,904,2878.7,3.29
,10926,142,572.87,5.24
Male,66613,1924,2345.23,3.52
Male,32469,299,1558.1,4.8
Male,45152,293,416.07,0.92
Female,12113,1830,188.8,1.56
Male,24795,78,1748.23,7.05
Female,53949,272,28.37,0.05
Female,248272,1986,5109.77,2.06
Female,13286,213,1131.67,8.52
,21889,1486,582.63,2.66
,10940,6200,44.87,0.41
,8627,546,293.97,3.41
,17527,5366,22.67,0.13
Female,32026,1290,7.03,0.02
female,6403,560,76.53,1.2
,11727,747,799.4,6.82
,25168,1888,520.83,2.07
,27027,117,1719.7,6.36
Female,33006,1015,497.07,1.51
,12644,286,444.3,3.51
,10940,60,688.2,6.29
Female,18628,1000,387.43,2.08
Female,67474,1790,2456.33,3.64
,12560,2075,254.77,2.03
,5533,91,109.33,1.98
,57137,3241,227.9,0.4
Female,36464,151,1160.03,3.18
,12011,957,170.83,1.42
Female,23498,4717,97.67,0.42
Male,11102,760,124.3,1.12
Female,31026,622,17.07,0.06
male,27476,1194,353.57,1.29
,29560,165,1510.83,5.11
Female,20578,421,488.1,2.37
Male,31536,531,743.6,2.36
,14450,30,657.23,4.55
Female,16102,1646,0.23,0
,7731,1042,157.47,2.04
Female,111754,1464,498.33,0.45
Female,49201,1575,334.6,0.68
,131251,1477,1103.33,0.84
,524038,2272,2922.47,0.56
Female,701116,13053,1947.07,0.28
Female,21780,3115,237.43,1.09
female,5734,698,435.93,7.6
,13456,419,28.25,0.21
Female,17105,258,33.53,0.2
Female,37600,515,595.2,1.58
male,12730,332,1942.8,15.26
,8960,379,224.33,2.5
Female,23158,898,724.73,3.13
Female,53486,1349,1579.53,2.95
,18249,1798,81.9,0.45
,5657,2221,87.5,1.55
,9892,242,520.23,5.26
,149215,3299,1273.13,0.85
female,26763,834,1217.97,4.55
Female,244754,332,13147,5.37
,15696,5,428,2.73
Female,11003,605,106.47,0.97
,14483,666,189.8,1.31
,291545,845,11016.97,3.78
Female,686065,731,43858.07,6.39
,10221,459,232.73,2.28
,45537,4195,186.2,0.41
,16928,79,3.33,0.02
Female,12543,946,109.7,0.87
,11084,7,742.86,6.7
Female,16687,733,199.37,1.19
Female,23298,942,81.67,0.35
Female,10678,38,348.33,3.26
Male,15109,605,469.07,3.1
,19130,551,1883.67,9.85
,21410,846,716.45,3.35
Female,279327,1415,1644.87,0.59
,9718,1019,550.47,5.66
Female,13517,421,336.57,2.49
Male,50159,19,131.74,0.26
Female,38599,1539,796.97,2.06
,30836,4896,1814.5,5.88
,11946,778,32.67,0.27
Male,31614,544,986.53,3.12
female,7384,531,868.17,11.76
female,8805,2069,153.77,1.75
,18003,113,629.63,3.5
,32995,3334,1366.33,4.14
Male,14626,3486,758.17,5.18
Female,80440,2248,1585.13,1.97
Female,23474,64,601.63,2.56
,23051,757,690.97,3
Female,52136,751,2930.27,5.62
Female,23004,139,995.8,4.33
male,13595,467,394.83,2.9
Male,16779,1114,367.53,2.19
,10080,131,204.73,2.03
Female,73943,1202,1192.9,1.61
,12257,9025,135.2,1.1
Female,16732,1606,202.07,1.21
,7134,1032,181.2,2.54
Female,18277,139,434.83,2.38
Female,232053,1120,343.87,0.15
,25776,526,25.2,0.1
,6482,30,1038.77,16.03
Female,46357,561,255.8,0.55
,11480,271,314.23,2.74
Male,45449,654,776.13,1.71
Female,31258,904,682.7,2.18
Female,210651,113,6582.37,3.12
,15581,1006,189.47,1.22
female,9419,64,708.07,7.52
,13131,2098,184.07,1.4
Male,8238,1,13,0.16
Male,10969,141,1291.7,11.78
,36468,149,1364,3.74
Female,71823,1641,1527.07,2.13
Female,76795,425,504,0.66
,10741,703,336.43,3.13
Female,45067,281,1110.57,2.46
female,5157,281,393.1,7.62
Male,25957,3,241.67,0.93
Female,18340,578,109.07,0.59
,24688,2627,303.83,1.23
,17986,309,394.57,2.19
,34466,1203,87,0.37
,117776,3892,1242.9,1.06
Female,18732,723,157.37,0.84
Male,23752,333,1081.57,4.55
Female,120,45,24.17,20.14
Male,44670,930,570.43,1.28
male,5107,42,309.37,6.06
,44765,312,716.27,1.6
,17547,275,70.4,0.4
female,7432,2268,75.87,1.02
,8371,557,195.5,2.34
,12509,85,661.7,5.29
Female,115337,91,19791.43,17.16
,17308,1603,22.87,0.13
Female,453807,1708,12658.23,2.79
female,8431,519,122.77,1.46
Female,237802,615,3133.47,1.32
Male,39073,59,491.9,1.26
,40046,7396,318.9,0.8
Male,31477,1351,1261.8,4.01
Male,39236,901,1840.97,4.69
Male,22267,751,398.67,1.79
,11012,370,393.5,3.57
Female,21699,467,287,1.32
Female,28223,81,1793,6.35
Female,33875,817,426.1,1.26
Male,23247,827,191.8,0.83
,29808,125,1410.07,4.73
Male,11521,809,92.23,0.8
Female,215494,180,11048.23,5.13
Male,13208,5387,86.93,0.66
,22218,949,205.8,0.93
,53844,1594,392.4,0.73
Male,57077,2013,373.33,0.65
Male,24184,2744,565.97,2.34
Male,20308,1070,466.1,2.3
Male,24389,1268,642.2,2.63
Male,13632,1345,614.3,4.51
